user.id,datetime,incoming,dest.user.id,dest.phone.hash,id_tuple,relationship,isSMS,isCall,isCloseFriend,time,inOffice
1,2008-07-27 07:11:36,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,07:11:36,False
1,2008-07-27 07:53:44,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,07:53:44,False
1,2008-07-27 08:11:36,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,08:11:36,False
1,2008-07-27 08:53:44,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,08:53:44,False
1,2008-07-27 09:11:36,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,09:11:36,False
31,2008-09-27 13:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,13:53:53,True
31,2008-09-27 13:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,13:53:53,True
31,2008-09-27 13:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,13:53:53,True
16,2008-09-27 14:53:52,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,14:53:52,True
31,2008-09-27 14:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,14:53:53,True
31,2008-09-27 14:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,14:53:53,True
31,2008-09-27 14:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,14:53:53,True
31,2008-09-27 14:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,14:53:53,True
16,2008-09-27 15:53:52,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,15:53:52,True
31,2008-09-27 15:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:53:53,True
31,2008-09-27 15:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:53:53,True
31,2008-09-27 15:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:53:53,True
31,2008-09-27 15:53:53,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:53:53,True
44,2008-09-27 17:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend,1,0,True,17:27:38,True
31,2008-09-27 17:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:22,True
31,2008-09-27 17:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:22,True
31,2008-09-27 17:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:22,True
31,2008-09-27 17:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:59,True
31,2008-09-27 17:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:59,True
31,2008-09-27 17:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:56:59,True
31,2008-09-27 17:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:58:15,True
31,2008-09-27 17:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:58:15,True
31,2008-09-27 17:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,17:58:15,True
31,2008-09-27 18:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:22,False
31,2008-09-27 18:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:22,False
31,2008-09-27 18:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:22,False
31,2008-09-27 18:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:22,False
31,2008-09-27 18:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:59,False
31,2008-09-27 18:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:59,False
31,2008-09-27 18:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:59,False
31,2008-09-27 18:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:56:59,False
16,2008-09-27 18:57:21,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,18:57:21,False
31,2008-09-27 18:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:58:15,False
31,2008-09-27 18:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:58:15,False
31,2008-09-27 18:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:58:15,False
31,2008-09-27 18:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,18:58:15,False
57,2008-09-27 19:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,19:17:54,False
57,2008-09-27 19:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,19:17:54,False
57,2008-09-27 19:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,19:17:54,False
31,2008-09-27 19:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:22,False
31,2008-09-27 19:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:22,False
31,2008-09-27 19:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:22,False
31,2008-09-27 19:56:22,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:22,False
31,2008-09-27 19:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:59,False
31,2008-09-27 19:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:59,False
31,2008-09-27 19:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:59,False
31,2008-09-27 19:56:59,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:56:59,False
16,2008-09-27 19:57:21,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,19:57:21,False
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:58:15,False
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:58:15,False
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:58:15,False
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:58:15,False
44,2008-09-27 20:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend,1,0,True,20:27:38,False
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek,1,0,False,21:17:52,False
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek,1,0,False,21:17:52,False
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek,1,0,False,21:17:52,False
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek,1,0,False,21:17:52,False
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,21:17:54,False
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,21:17:54,False
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,21:17:54,False
44,2008-09-27 21:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend,1,0,True,21:27:38,False
44,2008-09-27 21:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend,1,0,True,21:27:38,False
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,22:17:54,False
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,22:17:54,False
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,22:17:54,False
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend,1,0,True,22:17:54,False
61,2008-10-01 10:22:45,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,10:22:45,True
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:38:24,True
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:38:24,True
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,15:38:24,True
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,06:01:21,False
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,06:01:21,False
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,06:01:21,False
1,2008-10-02 06:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,06:51:01,False
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,07:01:21,False
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,07:01:21,False
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,07:01:21,False
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,07:01:21,False
1,2008-10-02 07:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,07:51:01,False
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,08:01:21,False
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,08:01:21,False
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,08:01:21,False
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,08:01:21,False
1,2008-10-02 08:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,08:51:01,False
24,2008-10-02 10:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,10:22:49,True
24,2008-10-02 10:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,10:22:49,True
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,11:22:49,True
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,11:22:49,True
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,11:22:49,True
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,18:32:04,False
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,18:32:04,False
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,18:32:04,False
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,18:32:04,False
52,2008-10-02 18:32:04,0,7.0,4271253630,"(52.0, 7.0)",SocializeTwicePerWeek,1,0,False,18:32:04,False
1,2008-10-03 10:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,10:27:37,True
1,2008-10-03 11:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,11:27:37,True
1,2008-10-03 11:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,11:27:37,True
1,2008-10-03 12:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,12:27:37,True
16,2008-10-03 17:49:59,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,17:49:59,True
16,2008-10-03 18:49:59,1,31.0,478048602,"(16.0, 31.0)",CloseFriend,1,0,True,18:49:59,False
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:48:05,False
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:48:05,False
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,19:48:05,False
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,20:48:05,False
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,20:48:05,False
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,20:48:05,False
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,20:48:05,False
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,21:48:05,False
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,21:48:05,False
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,21:48:05,False
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend,1,0,True,21:48:05,False
61,2008-10-04 08:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,08:23:44,False
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,09:23:44,False
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,09:23:44,False
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,09:23:44,False
61,2008-10-04 10:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,10:59:26,True
61,2008-10-04 11:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:00:03,True
61,2008-10-04 11:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:23:44,True
61,2008-10-04 11:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:23:44,True
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:59:26,True
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:59:26,True
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,11:59:26,True
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:00:03,True
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:00:03,True
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:00:03,True
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:23:44,True
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:23:44,True
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:23:44,True
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:46:07,True
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:46:07,True
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,12:46:07,True
1,2008-10-04 13:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,13:23:45,True
61,2008-10-04 13:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,13:25:38,True
1,2008-10-04 13:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,13:46:07,True
61,2008-10-04 13:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,13:59:26,True
61,2008-10-04 13:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,13:59:26,True
61,2008-10-04 14:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:00:03,True
61,2008-10-04 14:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:00:03,True
1,2008-10-04 14:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,14:23:45,True
1,2008-10-04 14:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,14:23:45,True
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:25:38,True
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:25:38,True
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:25:38,True
1,2008-10-04 14:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,14:46:07,True
61,2008-10-04 14:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:46:07,True
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:59:26,True
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:59:26,True
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,14:59:26,True
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,15:00:03,True
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,15:00:03,True
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,15:00:03,True
1,2008-10-04 15:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,15:23:45,True
1,2008-10-04 15:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,15:46:07,True
61,2008-10-04 15:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,15:46:07,True
61,2008-10-04 15:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,15:46:07,True
61,2008-10-04 16:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,16:25:38,True
61,2008-10-04 16:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,16:25:38,True
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,17:25:38,True
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,17:25:38,True
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,17:25:38,True
1,2008-10-04 18:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,18:24:59,False
1,2008-10-04 19:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,19:24:59,False
1,2008-10-04 19:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,19:24:59,False
1,2008-10-04 20:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend,1,0,True,20:24:59,False
24,2008-10-04 23:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,23:13:29,False
24,2008-10-04 23:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,23:13:29,False
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:26,False
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:26,False
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:26,False
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:26,False
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,00:13:29,False
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,00:13:29,False
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend,1,0,True,00:13:29,False
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:33,False
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:33,False
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:33,False
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend,1,0,True,00:13:33,False
61,2008-10-05 03:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,03:40:55,False
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,04:40:55,False
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,04:40:55,False
61,2008-10-05 04:40:55,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,04:40:55,False
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,04:40:55,False
61,2008-10-05 06:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,06:40:55,False
61,2008-10-05 06:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,06:40:55,False
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:32:40,False
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:32:40,False
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:32:40,False
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:32:40,False
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:33:58,False
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:33:58,False
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:33:58,False
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,07:33:58,False
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,07:40:55,False
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,07:40:55,False
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend,1,0,True,07:40:55,False
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:32:40,False
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:32:40,False
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:32:40,False
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:32:40,False
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:33:58,False
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:33:58,False
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:33:58,False
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos,1,0,False,08:33:58,False
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,13:52:52,True
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,13:52:52,True
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend,1,0,True,13:52:52,True
