user.id,time,duration,dest.user.id,dest.phone.hash,id_tuple,relationship
19.0,2009-02-28 01:39:30,32,18.0,3620995333,"(19.0, 18.0)",CloseFriend
19.0,2009-02-28 01:34:15,32,18.0,3620995333,"(19.0, 18.0)",CloseFriend
19.0,2009-02-24 05:02:50,46,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-02-22 00:07:39,65,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-20 22:35:09,203,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-20 22:34:03,38,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-20 22:30:07,35,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-19 18:10:17,63,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-15 17:25:40,88,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-15 17:13:43,36,65.0,1569256956,"(19.0, 65.0)",CloseFriend
19.0,2009-02-05 03:18:48,0,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-03-12 14:08:24,59,23.0,2813763765,"(19.0, 23.0)",SocializeTwicePerWeek
19.0,2009-03-12 14:04:50,16,23.0,2813763765,"(19.0, 23.0)",SocializeTwicePerWeek
19.0,2009-03-20 21:02:03,79,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-03-20 20:55:55,154,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-03-20 20:41:55,0,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-03-20 21:14:07,11,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-04-11 21:28:02,109,22.0,3839293194,"(19.0, 22.0)",CloseFriend
19.0,2009-04-15 03:50:03,0,22.0,3839293194,"(19.0, 22.0)",CloseFriend
56.0,2009-05-04 05:38:25,94,56.0,881875875,"(56.0, 56.0)",
56.0,2009-05-02 22:46:00,74,58.0,2959148319,"(56.0, 58.0)",PoliticalDiscussant
56.0,2009-04-25 19:35:57,0,56.0,881875875,"(56.0, 56.0)",
56.0,2009-04-18 16:02:27,40,56.0,881875875,"(56.0, 56.0)",
56.0,2009-04-18 15:59:44,0,56.0,881875875,"(56.0, 56.0)",
56.0,2009-04-12 17:17:44,33,31.0,478048602,"(56.0, 31.0)",SocializeTwicePerWeek
56.0,2009-04-08 19:58:06,0,58.0,2959148319,"(56.0, 58.0)",PoliticalDiscussant
56.0,2009-04-03 19:47:29,26,56.0,881875875,"(56.0, 56.0)",
56.0,2009-03-25 21:34:57,115,56.0,881875875,"(56.0, 56.0)",
56.0,2009-03-18 17:27:15,24,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-18 17:14:42,3,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-18 17:07:05,19,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-18 17:04:49,0,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-18 17:04:37,0,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-18 16:59:23,22,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-15 03:53:52,59,58.0,2959148319,"(56.0, 58.0)",PoliticalDiscussant
56.0,2009-03-15 03:53:10,13,58.0,2959148319,"(56.0, 58.0)",PoliticalDiscussant
56.0,2009-03-15 03:07:22,15,24.0,1873398567,"(56.0, 24.0)",SocializeTwicePerWeek
56.0,2009-03-15 00:40:58,0,24.0,1873398567,"(56.0, 24.0)",SocializeTwicePerWeek
56.0,2009-03-20 16:53:09,60,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-03-15 16:39:57,60,33.0,3894888786,"(56.0, 33.0)",SocializeTwicePerWeek
56.0,2009-05-08 19:15:45,14,56.0,881875875,"(56.0, 56.0)",
56.0,2009-05-11 06:16:04,22,56.0,881875875,"(56.0, 56.0)",
56.0,2009-05-12 00:19:19,33,56.0,881875875,"(56.0, 56.0)",
56.0,2009-05-18 06:02:34,34,56.0,881875875,"(56.0, 56.0)",
21.0,2009-04-03 18:48:17,123,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-04-01 00:39:39,30,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-19 17:30:28,9,11.0,3375192796,"(21.0, 11.0)",CloseFriend
21.0,2009-03-16 02:20:38,0,57.0,2345244760,"(21.0, 57.0)",SocializeTwicePerWeek
21.0,2009-03-14 15:36:45,7,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-14 06:07:07,98,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-14 06:06:24,4,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-14 06:05:51,12,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-14 06:05:11,0,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-03-14 06:01:48,158,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-14 05:45:59,46,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-03-14 05:45:33,7,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-03-06 01:00:55,20,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-03-06 00:44:27,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-26 22:53:34,5,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-02-25 21:55:08,31,16.0,2330000391,"(21.0, 16.0)",CloseFriend
21.0,2009-02-22 19:23:26,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-20 20:03:08,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-16 21:38:25,0,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-02-15 00:54:35,2,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-13 21:11:44,47,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-11 01:43:46,77,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-11 01:41:13,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-06 17:04:12,91,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-05 00:06:42,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-02-04 02:49:51,8,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2009-02-01 21:21:03,28,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-01-29 21:24:12,39,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-01-27 17:39:36,0,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-01-22 05:04:36,17,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-01-20 00:34:17,38,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-01-15 20:27:31,71,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-01-05 01:59:42,7,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-01-05 01:58:45,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-27 03:23:18,2070,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-26 00:53:09,42,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-18 22:52:05,1325,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-18 22:51:58,56,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-18 22:50:42,58,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-11 05:08:13,21,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-11 04:31:25,0,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 20:43:03,24,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-06 02:15:16,39,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 02:13:39,42,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 02:13:12,4,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 00:27:07,42,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-05 23:21:58,0,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-04 17:03:04,42,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-04 17:02:06,7,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-12-04 16:58:32,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-25 22:01:20,295,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-20 03:46:06,27,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-15 03:52:13,7,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-15 03:34:41,8,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-12 22:26:13,155,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-12 20:56:20,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-12 20:54:38,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-11 23:52:41,40,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-11 23:31:00,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-08 21:00:29,89,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2008-11-08 21:00:00,0,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2008-11-07 17:00:28,0,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-11-07 16:06:17,78,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-11-07 00:25:25,72,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-07 00:24:46,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-07 00:07:20,5,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-07 00:06:26,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-07 00:05:28,14,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-06 21:05:26,64,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-06 00:02:34,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-11-02 18:09:19,0,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2008-11-02 00:32:11,0,11.0,3375192796,"(21.0, 11.0)",CloseFriend
21.0,2008-10-31 22:13:30,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-31 22:00:24,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-31 21:52:32,0,7.0,4271253630,"(21.0, 7.0)",SocializeTwicePerWeek
21.0,2008-10-25 13:44:50,176,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-24 09:58:02,8,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-24 05:49:23,18,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2008-10-24 05:48:43,18,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2008-10-20 22:25:10,2,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-10-19 22:11:07,1,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-18 18:16:14,131,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-04-10 22:17:56,88,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-04-10 22:38:54,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-04-18 04:16:55,46,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-04-18 07:02:01,11,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-04-20 19:29:25,30,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-04-23 23:36:50,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-04-25 18:01:44,41,11.0,3375192796,"(21.0, 11.0)",CloseFriend
21.0,2009-04-25 19:21:34,2,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-01-13 17:49:27,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-22 18:50:10,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-04-30 20:17:06,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-01 00:05:40,0,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2009-05-01 21:47:52,0,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-05-01 21:47:08,0,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-05-04 21:27:09,23,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2009-05-08 16:38:09,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-08 16:34:49,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-08 16:39:51,59,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-08 16:39:14,13,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-08 21:06:22,3,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-08 23:30:19,36,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-05-08 23:29:32,1,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-05-01 22:03:16,60,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2008-12-12 11:04:12,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 02:13:21,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-05-12 21:05:00,628,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-12 22:43:30,41,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-05-13 00:07:38,51,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-05-15 16:00:27,66,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2009-05-16 21:15:14,4,16.0,2330000391,"(21.0, 16.0)",CloseFriend
21.0,2009-05-18 22:41:02,22,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-05-18 22:38:47,0,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-05-18 22:43:54,410,16.0,2330000391,"(21.0, 16.0)",CloseFriend
21.0,2009-05-20 20:52:28,0,4.0,3708966819,"(21.0, 4.0)",CloseFriend
21.0,2009-05-20 21:30:27,26,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-18 18:15:30,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-17 04:13:11,0,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2008-10-16 02:52:24,1,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2008-10-15 18:53:33,11,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-15 18:48:15,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-15 18:34:21,103,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-15 18:32:46,5,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-15 17:43:56,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-14 19:49:36,32,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-14 17:11:16,73,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-14 17:02:34,5,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-14 17:01:22,0,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-14 07:35:46,0,31.0,478048602,"(21.0, 31.0)",CloseFriend
21.0,2008-10-14 03:59:09,0,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2009-01-01 06:42:11,174,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-30 02:16:34,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 00:26:07,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-20 18:08:41,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-11-06 00:01:34,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-06 00:26:49,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-10-15 18:47:15,60,24.0,1873398567,"(21.0, 24.0)",CloseFriend
21.0,2008-12-22 18:49:49,9,63.0,790142184,"(21.0, 63.0)",CloseFriend
21.0,2008-10-17 19:58:01,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-12-23 23:26:27,60,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2008-11-07 16:06:17,32767,27.0,4220968992,"(21.0, 27.0)",CloseFriend
21.0,2009-02-17 16:39:53,1962,63.0,790142184,"(21.0, 63.0)",CloseFriend
72.0,2008-09-06 20:37:50,20,50.0,3878227829,"(72.0, 50.0)",BlogLivejournalTwitter
72.0,2008-11-09 03:10:45,84,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-11-09 03:10:07,0,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-11-08 19:33:17,29,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-11-08 19:30:30,31,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-11-08 19:10:10,42,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-11-23 18:32:16,37,23.0,2813763765,"(72.0, 23.0)",BlogLivejournalTwitter
72.0,2008-11-23 18:29:39,30,65.0,1569256956,"(72.0, 65.0)",SocializeTwicePerWeek
72.0,2008-12-11 01:19:57,37,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-21 00:36:54,66,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-23 03:08:48,42,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-23 03:06:00,0,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-23 03:00:49,83,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-23 22:11:17,0,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-23 22:10:29,129,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-24 04:40:02,0,78.0,3628682238,"(72.0, 78.0)",BlogLivejournalTwitter
72.0,2009-02-14 04:55:07,31,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2009-02-14 04:54:06,46,22.0,3839293194,"(72.0, 22.0)",PoliticalDiscussant
72.0,2008-12-25 01:08:07,60,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2008-12-22 21:57:21,60,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2009-02-25 17:05:36,60,22.0,3839293194,"(72.0, 22.0)",PoliticalDiscussant
72.0,2008-12-22 20:33:29,60,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2009-04-18 17:34:55,49,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-04-18 17:34:17,0,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-04-18 18:03:56,0,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-04-18 18:06:27,276,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-05-01 21:55:08,33,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2009-04-25 00:49:14,60,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-06-01 18:10:16,0,19.0,1989292893,"(72.0, 19.0)",SocializeTwicePerWeek
72.0,2009-06-02 13:33:47,32,18.0,3620995333,"(72.0, 18.0)",CloseFriend
72.0,2009-06-02 13:33:10,25,18.0,3620995333,"(72.0, 18.0)",CloseFriend
30.0,2008-10-03 14:28:43,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-03 12:35:33,7,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-06 16:32:31,23,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-06 16:31:53,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-05 09:52:01,31,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-04 17:09:04,38,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-04 17:03:44,31,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-04 16:48:44,228,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-04 16:26:39,90,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-09 22:54:52,94,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-10 16:27:32,26,71.0,918715399,"(30.0, 71.0)",CloseFriend
30.0,2008-10-09 23:06:00,89,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-10 22:28:58,11,71.0,918715399,"(30.0, 71.0)",CloseFriend
30.0,2008-10-11 23:00:45,0,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-10-17 15:59:04,42,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-17 15:58:27,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-19 17:30:06,70,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-19 16:00:17,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-19 20:28:01,43,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-22 22:45:04,75,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-22 22:41:49,82,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-23 18:06:24,27,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-25 23:34:11,42,44.0,2314686049,"(30.0, 44.0)",CloseFriend
30.0,2008-10-26 02:44:20,37,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-27 16:44:44,27,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-27 23:04:17,36,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-28 00:33:41,68,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-10-31 21:10:11,66,36.0,39166527,"(30.0, 36.0)",CloseFriend
30.0,2008-10-31 21:09:27,12,36.0,39166527,"(30.0, 36.0)",CloseFriend
30.0,2008-11-01 00:04:59,41,71.0,918715399,"(30.0, 71.0)",CloseFriend
30.0,2008-10-31 23:44:32,19,36.0,39166527,"(30.0, 36.0)",CloseFriend
30.0,2008-11-01 02:46:02,45,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-01 01:54:59,72,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-02 12:45:52,26,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-08 00:57:08,19,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-10 19:42:36,64,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-29 01:24:00,63,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-27 18:35:47,52,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-27 18:35:12,0,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-26 19:13:18,77,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-26 18:02:45,0,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-26 17:34:53,98,60.0,897387812,"(30.0, 60.0)",CloseFriend
30.0,2008-11-24 23:39:58,23,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 23:35:20,39,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 23:23:20,36,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 23:17:39,77,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 23:14:14,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 23:09:16,42,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-24 21:18:47,0,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-21 18:01:56,30,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-11-21 17:59:56,67,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-12-02 00:49:48,13,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-12-02 00:47:52,79,20.0,3662621626,"(30.0, 20.0)",CloseFriend
30.0,2008-12-02 16:20:00,0,60.0,897387812,"(30.0, 60.0)",CloseFriend
