user.id,time,incoming,dest.user.id,dest.phone.hash,id_tuple,relationship
16,2008-09-27 19:57:21,1,31.0,478048602,"(16.0, 31.0)",CloseFriend
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-09-27 19:58:15,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
44,2008-09-27 20:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek
2,2008-09-27 21:17:52,1,57.0,2345244760,"(2.0, 57.0)",SocializeTwicePerWeek
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
57,2008-09-27 21:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
44,2008-09-27 21:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend
44,2008-09-27 21:27:38,0,46.0,882414187,"(44.0, 46.0)",CloseFriend
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
57,2008-09-27 22:17:54,0,2.0,38905838,"(57.0, 2.0)",CloseFriend
44,2008-09-29 05:35:17,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-09-29 08:35:17,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-09-29 09:35:17,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-09-29 09:35:17,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
57,2008-09-29 12:15:10,1,57.0,2345244760,"(57.0, 57.0)",CloseFriend
57,2008-09-29 20:07:27,0,57.0,2345244760,"(57.0, 57.0)",CloseFriend
61,2008-10-01 10:22:45,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-01 15:38:24,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
37,2008-10-01 18:08:24,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 06:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
1,2008-10-02 06:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 07:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
1,2008-10-02 07:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-02 08:01:21,1,16.0,2330000391,"(31.0, 16.0)",CloseFriend
1,2008-10-02 08:51:01,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
24,2008-10-02 10:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-02 10:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-02 11:22:49,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
44,2008-10-02 11:48:01,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-10-02 14:48:01,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-10-02 15:48:01,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
44,2008-10-02 15:48:01,1,44.0,2314686049,"(44.0, 44.0)",CloseFriend
37,2008-10-02 16:33:42,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 16:33:42,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 16:33:42,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 17:28:40,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-02 18:32:04,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
52,2008-10-02 18:32:04,0,7.0,4271253630,"(52.0, 7.0)",SocializeTwicePerWeek
57,2008-10-02 19:20:12,1,57.0,2345244760,"(57.0, 57.0)",CloseFriend
37,2008-10-02 23:18:03,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 23:18:07,0,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 23:18:07,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 23:18:07,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 23:18:07,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
37,2008-10-02 23:18:10,1,37.0,310381472,"(37.0, 37.0)",SocializeTwicePerWeek
61,2008-10-03 08:27:37,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-03 10:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-03 10:27:37,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-03 11:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
1,2008-10-03 11:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-03 11:27:37,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-03 12:27:37,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-03 12:27:37,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
16,2008-10-03 17:49:59,1,31.0,478048602,"(16.0, 31.0)",CloseFriend
16,2008-10-03 18:49:59,1,31.0,478048602,"(16.0, 31.0)",CloseFriend
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 19:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 20:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
31,2008-10-03 21:48:05,0,16.0,2330000391,"(31.0, 16.0)",CloseFriend
61,2008-10-04 08:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 09:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 10:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:23:45,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 11:46:07,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 11:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:23:44,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 12:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
32,2008-10-04 12:46:21,1,32.0,2836597185,"(32.0, 32.0)",SocializeTwicePerWeek
32,2008-10-04 12:46:21,1,32.0,2836597185,"(32.0, 32.0)",SocializeTwicePerWeek
1,2008-10-04 13:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 13:23:45,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 13:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
1,2008-10-04 13:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 13:46:07,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 13:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 13:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
1,2008-10-04 14:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
1,2008-10-04 14:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 14:23:45,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
1,2008-10-04 14:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 14:46:07,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 14:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 14:59:26,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 15:00:03,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
1,2008-10-04 15:23:45,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 15:23:45,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-04 15:46:07,1,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 15:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 15:46:07,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 15:46:07,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 16:24:59,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-04 16:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 16:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-04 17:25:38,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
1,2008-10-04 18:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 18:24:59,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-04 19:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
1,2008-10-04 19:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 19:24:59,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
1,2008-10-04 20:24:59,0,61.0,3480933661,"(1.0, 61.0)",CloseFriend
61,2008-10-04 20:24:59,0,61.0,3480933661,"(61.0, 61.0)",CloseFriend
24,2008-10-04 23:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-04 23:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:26,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
24,2008-10-05 00:13:29,0,58.0,2959148319,"(24.0, 58.0)",CloseFriend
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
58,2008-10-05 00:13:33,1,24.0,1873398567,"(58.0, 24.0)",CloseFriend
61,2008-10-05 03:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 04:40:55,1,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 04:40:55,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-05 04:40:55,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-05 04:40:55,1,61.0,3480933661,"(61.0, 61.0)",CloseFriend
61,2008-10-05 04:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 06:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 06:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 07:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
61,2008-10-05 07:40:55,0,1.0,3502965008,"(61.0, 1.0)",CloseFriend
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:32:40,0,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
62,2008-10-05 08:33:58,1,74.0,2549584702,"(62.0, 74.0)",FacebookAllTaggedPhotos
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:52:52,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
52,2008-10-05 13:52:52,1,7.0,4271253630,"(52.0, 7.0)",SocializeTwicePerWeek
4,2008-10-05 13:54:06,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:54:06,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:54:06,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:54:06,0,7.0,4271253630,"(4.0, 7.0)",CloseFriend
52,2008-10-05 13:54:06,0,7.0,4271253630,"(52.0, 7.0)",SocializeTwicePerWeek
4,2008-10-05 13:55:29,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:55:29,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
4,2008-10-05 13:55:29,1,7.0,4271253630,"(4.0, 7.0)",CloseFriend
